,Long_Only,Short_Only,Long_Short,Num Long,Num Short
2001-01-31,-0.017858627137452236,0.01027911837967601,-0.009509784313122032,86,78
2001-02-28,-0.05664963422053943,0.056930949871999946,-0.018685636556300043,79,86
2001-03-31,0.03556031593061419,-0.06502402072862297,-0.03795720277766302,46,123
2001-04-30,0.01783781767019818,-0.02541890071202161,-0.0006493317483274295,54,76
2001-05-31,-0.033763345718118294,0.04968590399947359,0.0031451707741144857,82,54
2001-06-30,0.00046482032992598146,0.01308286701842376,0.0037033747955095243,101,38
2001-07-31,-0.04114870493416551,0.038900353401516256,-0.0027354217901193437,51,78
2001-08-31,-0.0708560183623594,0.048683239543656706,0.02307903561944134,28,122
2001-09-30,-0.007991286068149844,-0.018492529883786767,-0.01800048365684311,20,175
2001-10-31,0.053875341293527314,-0.0693995136744554,-0.052397494194771264,30,127
2001-11-30,0.0156937719493483,-0.013396650555987061,-0.000881329375848951,91,79
2001-12-31,-0.021255244622872475,0.03525584474723583,-0.011687742703228369,173,21
2002-01-31,0.01512315768649226,-0.031632569204834926,0.008229512692662786,136,34
2002-02-28,0.05367557852087067,-0.011140743088393914,0.027283494494571698,86,71
2002-03-31,-0.053968895410216274,0.03336783738819192,-0.01741933936381084,110,66
2002-04-30,-0.0004145704009348781,0.010760619993905629,0.0067916890550158504,89,91
2002-05-31,-0.045073510146412164,0.05430275113170853,0.02709421903197663,78,103
2002-06-30,-0.0629406807514583,0.06031254027164299,0.04871472499003819,24,177
2002-07-31,0.0066078264627445,-0.014504582751629962,-0.013373174303171484,16,198
2002-08-31,-0.10179075391850576,0.08348802234266836,0.06071166472472209,29,134
2002-09-30,0.07392677783163017,-0.06411272364375295,-0.0505130790749146,29,141
2002-10-31,0.04114751795408316,-0.03539303601277631,-0.0008944430212340564,94,60
2002-11-30,-0.02899061127133493,0.05005603221847253,0.0005963760742750797,127,62
2002-12-31,-0.025147814910026076,0.006782897341778967,-0.012263967853375362,115,65
2003-01-31,-0.014874127555430505,0.0188842596307729,0.0033287931423044903,87,88
2003-02-28,0.008204482633328456,-0.02246269818148499,-0.017563411943379563,44,130
2003-03-31,0.09876353582621869,-0.07783874320917006,0.026086110210456648,79,69
2003-04-30,0.059193861445732854,-0.043539857309530326,0.05181515013601821,146,21
2003-05-31,0.030713588284604725,0.0028603427299484915,0.030558342504249957,218,5
2003-06-30,0.01345494452807022,-0.08839198502371697,0.004852153156870562,232,12
2003-07-31,0.016289704133483164,0.011650085642568541,0.01547108126128755,174,25
2003-08-31,-0.007040239770615736,-0.004974206542424557,-0.006352972088962163,103,48
2003-09-30,0.03905221017559643,-0.0672253342790447,-0.0048898862599111425,81,64
2003-10-31,0.004222546607560392,-0.0011342583855242418,0.0024645442102223815,104,46
2003-11-30,0.06611625201963611,-0.04947874523578439,0.015062093149476184,65,44
2003-12-31,0.007043120922227178,-0.014084813585393943,0.0016235899248387788,101,28
2004-01-31,0.03927310607397934,-0.025122336159104076,-0.0029948869210812083,57,69
2004-02-29,-0.013537260010043857,0.005559129466626142,-0.0036251806979788713,71,91
2004-03-31,-0.008880714048536489,0.01007870789212237,0.005967158888755133,45,133
2004-04-30,0.01816791570833028,-0.011269022046827164,-0.0021494623185406825,31,152
2004-05-31,0.02039684233069215,-0.0237764793915114,-0.007375342428336552,33,136
2004-06-30,-0.03629864752666649,0.0317687965494893,-0.004906669167854058,60,92
2004-07-31,0.029144482916289145,-0.007948263709512168,0.0012316906393580363,44,120
2004-08-31,-0.03395342400834791,-0.013559801858146557,-0.018945628451101093,32,123
2004-09-30,0.010690298443691567,-0.0007709207385550281,0.002161455109424028,43,121
2004-10-31,0.03914912732833952,-0.04340402625556954,0.013458129168675774,117,73
2004-11-30,0.029878813934717953,-0.046765622739913124,0.02044447685833561,182,37
2004-12-31,-0.01831091074658509,0.005558723192579409,-0.014102461667825025,163,33
2005-01-31,0.022449009154082936,-0.007015577406311971,0.014459092674939457,122,42
2005-02-28,-0.03698270681622238,0.03396778105915484,-0.0008288855077914945,74,77
2005-03-31,-0.02157900886156617,0.013227213544429286,0.0010932544448767334,43,135
2005-04-30,0.022667754887903867,-0.02782054982890019,-0.015260608291483149,52,124
2005-05-31,0.005629405858271116,-0.011384259515344653,-0.0058972345694792115,67,98
2005-06-30,0.042790618991646906,-0.023777509367980544,-0.003002476230598106,74,74
2005-07-31,-0.008694674531637912,0.007819752933292127,-0.006778342413236952,157,27
2005-08-31,0.012989727978656497,-0.0319513368261831,-0.0067527475363427375,82,57
2005-09-30,0.012127407004514526,0.008933215782115164,0.010516298119840084,77,75
2005-10-31,0.036831700843490106,-0.04012360655450208,-0.022394029445024714,33,159
2005-11-30,-0.00017596230770156268,-0.0062998219450161675,-0.0026213234405020563,69,78
2005-12-31,0.00821732265925462,-0.02484483723783224,-0.00647113030691576,72,82
2006-01-31,0.009958948892532873,-0.006924266707445691,0.006296654462816902,145,37
2006-02-28,0.019453024848373912,-0.017540107769468405,0.005470122329681261,91,57
2006-03-31,0.011646989004264247,-0.036927091283668424,-0.0026836310926666024,111,52
2006-04-30,-0.030787106520028716,0.027507983994943773,0.0008980040060215714,78,81
2006-05-31,0.012326455591367783,-0.00473538213107541,7.253891827005997e-05,47,142
2006-06-30,0.052599572683448004,0.00063677846131762,0.011592872057033191,30,149
2006-07-31,0.020775722483251026,-0.016915520134460064,-0.010759839867621539,30,174
2006-08-31,0.01684289463509422,-0.015482146687586351,-0.0037845613560326375,72,103
2006-09-30,0.02954510706985874,-0.030456564282538956,0.003928413254834126,109,77
2006-10-31,0.013779710788814802,-0.0014470832033717062,0.011524943454794663,156,33
2006-11-30,0.009927717319285389,-0.04481366012083157,-0.0025529297027904597,150,42
2006-12-31,0.016184465209972614,-0.014774180703836433,0.006795801702007123,97,47
2007-01-31,-0.018640485126875994,0.04151527353227958,0.005020435610700372,83,51
2007-02-28,0.014521589492741323,-0.0012347094655013045,0.006564886080723082,77,104
2007-03-31,0.03732305153734732,-0.03831600368656999,0.008770185458190706,98,91
2007-04-30,0.028149833293903134,-0.021586415761816722,0.009317216242779355,100,67
2007-05-31,-0.02543696210641261,-0.0031679845487652945,-0.020985921055579497,143,44
2007-06-30,-0.025216261298975567,0.028451523281145624,-0.0076756269024755,100,77
2007-07-31,0.022602135297628077,-0.01142158103655171,-0.0025908517578362702,41,177
2007-08-31,0.03075570533043846,-0.04113571785272765,-0.02586103812040918,30,199
2007-09-30,0.018121578218836743,-0.002986762534343977,0.004801844599075202,74,149
2007-10-31,-0.024406457784585032,0.05354181731924632,0.00953977093025758,125,97
2007-11-30,0.020213424479095594,0.022972341568043776,0.02186662601927959,94,130
2007-12-31,-0.058643637532299286,0.042690269837544495,0.011217482096720592,61,154
2008-01-31,-0.04905391099605226,0.03390907451350542,0.025853514339131443,33,228
2008-02-29,0.004879672584458263,-0.0015377949759654828,-0.00041004632111334177,49,193
2008-03-31,0.05740494189458541,-0.04459758483416452,-0.02393363947891352,50,158
2008-04-30,0.002398593403835365,0.0019704739546563075,0.0021984212697817632,102,62
2008-05-31,-0.07866214654942726,0.09779245858099231,-0.04689751274020481,145,39
2008-06-30,0.0003840046750149729,-0.052207823599389365,-0.020524329540938517,79,89
2008-07-31,0.013988902830569309,-0.0117160187157966,-0.002117658194755136,73,132
2008-08-31,-0.09074034853580971,0.053162913231463375,-0.0033703239064994525,65,119
2008-09-30,-0.14326273320021807,0.19371836594062428,0.057597108614586244,70,115
2008-10-31,-0.0551166185498617,0.06906269340590979,0.06406953451582709,13,242
2008-11-30,0.029361484045043382,-0.008900562489411548,-0.007429891395307494,15,260
2008-12-31,-0.02511662931406531,0.10313639230928798,0.09480113355458766,29,171
2009-01-31,-0.10329773616583697,0.10767309690050676,0.04274590529684931,75,94
2009-02-28,0.07887327273955148,-0.08160899786540965,-0.03690422845607192,59,104
2009-03-31,0.08713701831192232,-0.08188245331184782,-0.004824272988701742,72,70
2009-04-30,0.052152527511242434,-0.054755826112937445,0.03686057046312845,177,21
2009-05-31,-0.005733474733100779,0.10539992711583876,-0.003596087838800158,246,3
2009-06-30,0.06729004412271743,-0.0933829401599713,0.05789212820133681,205,11
2009-07-31,0.034743266562498966,-0.08429484996928284,0.024111965611634464,193,22
2009-08-31,0.044387442651613124,-0.01166459811066209,0.03647307657298073,161,22
2009-09-30,-0.022407472280986628,0.04860296651272229,-0.010239757152297557,160,28
2009-10-31,0.07280620364332002,-0.06977408794861192,-0.03063237942424179,48,108
2009-11-30,0.030938338491192718,-0.006237593842048032,0.0068242779735705585,64,99
2009-12-31,-0.03122380401869243,0.034063918226028514,0.010713363054761883,52,101
2010-01-31,0.026378857967884466,-0.021947800315115968,-0.0006156608779281633,80,112
2010-02-28,0.07058036451501612,-0.06903923837413739,-0.027543979295714345,70,131
2010-03-31,0.01664227345478069,-0.024375046355660988,-0.006427994015954882,102,101
2010-04-30,-0.07910160466345331,0.06607685966593528,-0.0387141324551204,165,40
2010-05-31,-0.05716005925635287,0.05371887406735554,0.03159055285926638,48,170
2010-06-30,0.07822907111601411,-0.06719141087074151,-0.06271352528373958,11,314
2010-07-31,-0.02742796243068269,0.03736042857354608,0.03486436787953997,17,250
