,Long_Only,Short_Only,Long_Short,Num Long,Num Short
2001-01-31,0.002330833291729756,-0.004461249631434972,-0.0018884688637863525,16,15
2001-02-28,-0.028532262785177554,0.030821230582963426,-0.013748045804345972,16,20
2001-03-31,-0.020388379401044876,-0.05946453402225219,-0.049735868726555395,9,25
2001-04-30,0.04609250747199126,-0.0540946377558703,-0.039430858177757766,12,19
2001-05-31,-0.07328509860835627,0.04475998103888705,-0.02718503267786398,15,12
2001-06-30,0.057728976707603415,0.041662175954552454,0.05109944097437575,20,10
2001-07-31,-0.03671843608468968,0.10680052652929312,0.015575827008770018,14,16
2001-08-31,-0.05821435035695553,0.06022122962686363,0.02453744602767407,7,21
2001-09-30,-0.0198753787455931,-0.0031455524204543374,-0.003880012702586288,5,28
2001-10-31,0.11642959241162157,-0.06497950405172111,-0.0422646102425385,10,24
2001-11-30,0.04048828448348267,0.001313362557741182,0.017735309792973157,18,17
2001-12-31,-0.02193402336602386,0.019715167698940467,-0.017559271250691774,30,6
2002-01-31,-0.018624229331399574,-0.0050544319793791185,-0.011735329402480364,23,10
2002-02-28,-0.006027695338461772,0.011880842013008068,0.0013815500091160582,15,15
2002-03-31,0.005043682176540186,0.019089860537571342,0.01561850999247585,16,15
2002-04-30,0.017771959472954055,0.0005761027588364667,0.005232694549823372,15,18
2002-05-31,-0.08151454660719346,0.07435538049386857,0.01776929585673355,14,19
2002-06-30,-0.053738621410565304,0.07097731039732023,0.048462936886307165,6,30
2002-07-31,0.026416728738616217,-0.0039642528053592165,0.0018375102797367408,7,28
2002-08-31,-0.04574673400896941,0.13094689923969888,0.0982395229895122,9,28
2002-09-30,0.015547598372197876,-0.06844388459087707,-0.04606493327720525,8,27
2002-10-31,0.0449791718767051,-0.03375378666381737,0.025457334634546042,23,12
2002-11-30,-0.008733103750263095,0.06967784014354156,0.012723247027783555,24,13
2002-12-31,-0.009428477670310156,0.006313698088548631,0.00019431876508823004,23,13
2003-01-31,-0.0327054901568047,0.024369768409956548,-0.016768490725111614,17,17
2003-02-28,-0.003096612762314386,-0.017097724839805893,-0.012601685995845024,7,24
2003-03-31,0.11391109113731154,-0.012481562267055251,0.10092859171106464,17,13
2003-04-30,0.07070559924263196,-0.004875871404488034,0.061849960934632464,25,7
2003-05-31,-0.013611808022753717,0.0036168214464689253,-0.013046221283820537,35,3
2003-06-30,0.034701110369823,-0.1461080051115985,-0.01642015204208487,36,5
2003-07-31,-0.02590635732877546,-0.004477080358382955,-0.01689512278424494,26,11
2003-08-31,-0.01892498214172977,0.0178154840277861,0.0007364367644960112,20,17
2003-09-30,0.020058459698536306,-0.07622214911279575,-0.030874763190998977,15,17
2003-10-31,0.021436971639516487,-0.011445535947309073,0.017057534224277818,16,12
2003-11-30,0.051924282807973614,-0.07170073903638484,-0.057321010673393305,10,11
2003-12-31,-0.01885728859677069,-0.0245808183566649,-0.02194090096043857,18,9
2004-01-31,0.04100748500843979,-0.05751158336889137,-0.025420195763609287,12,13
2004-02-29,-0.047402224095250085,0.00013175065083506458,-0.027263436097938187,14,15
2004-03-31,-0.015812946452256893,0.016621000547640652,0.010192071789185101,9,21
2004-04-30,-0.0030761073334746093,0.009799326169004466,0.008781459427944557,9,27
2004-05-31,0.010195566168249681,-0.027421366375891706,-0.003067021367771497,10,26
2004-06-30,-0.01507037776948481,0.03562236339039775,0.00037481242832506837,13,18
2004-07-31,0.037763213933702,-0.006691929542675734,0.012555909468969242,10,22
2004-08-31,-0.041348692790680056,0.03917098184976412,-0.0064799301581913125,9,25
2004-09-30,0.022813194643425815,-0.02700776185101287,-0.003528786606287155,9,23
2004-10-31,0.04061903505160914,-0.02950922167168813,0.004765727180510669,23,14
2004-11-30,0.036174077233285154,-0.04454137243299137,0.012934281775637045,32,9
2004-12-31,-0.024534096972395527,-0.026615820606820197,-0.025211978029363213,30,9
2005-01-31,0.01663019972800399,-0.003723459612204047,0.01331826030554795,21,12
2005-02-28,-0.016911789386886332,0.0616924201258109,0.021351884152238956,17,14
2005-03-31,-0.02012211260173046,0.03950039404843206,0.025198973287544023,11,24
2005-04-30,0.04382081082292225,-0.05046986503569643,-0.023875351804184593,11,23
2005-05-31,0.03607251083136315,-0.018413261904433785,-0.006529265307896628,14,20
2005-06-30,0.04594055019172739,-0.037706147657155006,-0.012202455590877716,15,15
2005-07-31,-0.0035145062310512065,0.03221355558189369,0.0058190097994161175,28,7
2005-08-31,0.003096446309442568,-0.05101883432190301,-0.03116142961780176,16,13
2005-09-30,-0.040904905784923,-0.002598547542728611,-0.01470630147731122,16,14
2005-10-31,0.08164381245885996,-0.054864145158533974,-0.026448742322077324,8,27
2005-11-30,0.007440464352193843,-0.043246125901921444,-0.011072008335358,16,15
2005-12-31,-0.004054385708199208,-0.026773987371337734,-0.011990851423730237,17,16
2006-01-31,0.019747780964258152,0.029268065043009234,0.02108479030476675,28,8
2006-02-28,0.010953519853253163,-0.022144390711714625,-0.0003876873169311572,16,11
2006-03-31,-0.008055420479483643,0.01946792479649359,0.002437388189308169,24,10
2006-04-30,-0.03609136042187047,0.022497385962847834,-1.6238553665015967e-05,17,16
2006-05-31,0.023705827459931293,-0.004086117704372074,0.00822603045315863,9,26
2006-06-30,0.08693145672664539,0.01082978984399463,0.03460832482613644,8,29
2006-07-31,0.008989740520015945,-0.005698815901042061,-0.00121172497576361,7,30
2006-08-31,0.045804881844821704,-0.029572556428706143,-0.007073273451128341,15,21
2006-09-30,0.03816162651819841,-0.07417614236859146,-0.02070098159062565,19,16
2006-10-31,0.019265901321578023,-0.02694124198751024,0.00837304912841987,28,10
2006-11-30,-0.0062478389310137395,0.018431132004849703,-0.004862843933863148,28,8
2006-12-31,-0.0027748581059850374,-0.009482844318174758,-0.006311727460075279,21,14
2007-01-31,-0.016444973405084568,0.049672126431266464,0.02506103829729434,17,14
2007-02-28,0.006007029805662092,0.010279407077450656,0.00834690689052872,16,22
2007-03-31,0.0578606349849929,-0.06543454593268593,0.0019008362822499874,18,19
2007-04-30,0.001541447355800965,-0.03176120245046529,-0.013485252212632734,17,15
2007-05-31,-0.029896653430734582,-0.012591986140895167,-0.028349927968331277,27,9
2007-06-30,-0.030779393635052,0.02193149125743868,-0.0176226664191371,21,16
2007-07-31,0.015571057455008839,-0.009088996602464108,-0.004436374114259945,9,28
2007-08-31,0.059520098318476655,-0.030463456509422,-0.022335575648284697,7,32
2007-09-30,0.038794387837287544,-0.050162814046866636,-0.009590985604717108,15,26
2007-10-31,-0.003667581164281001,0.03761299621382892,0.012047454746934427,24,16
2007-11-30,0.015537309427625247,0.015957058476139655,0.01573197135432368,20,26
2007-12-31,-0.06168259473643379,0.03147154549260693,0.01902633437262749,13,25
2008-01-31,-0.07487256710351954,0.027658151063494275,0.012451235718304338,8,36
2008-02-29,-0.017730454118136424,-0.00877257223842699,-0.011096848567620122,11,30
2008-03-31,0.035036585527520564,0.03608952990318275,0.035737676138313135,14,25
2008-04-30,0.005048869039864163,0.0031305667294222505,0.004656284831106458,24,12
2008-05-31,-0.09786618969836101,0.08890896527530241,-0.057342176681282185,29,8
2008-06-30,-0.08401252969800072,-0.014775905520273275,-0.06626633427033339,19,19
2008-07-31,0.03271074590444766,-0.004964017119487942,0.005485077944022996,16,23
2008-08-31,-0.10096892649822567,-0.023623102633402532,-0.0512392513722055,16,22
2008-09-30,-0.19853713101089585,0.2530830802220476,0.048988946187456035,18,20
2008-10-31,-0.03290776095999941,-0.017208397985151457,-0.018651053953702493,4,39
2008-11-30,0.02777402837529796,0.0072632243603756655,0.008288802929749015,4,45
2008-12-31,-0.05760056007692936,0.17474623377035745,0.12854353752175834,8,24
2009-01-31,-0.10292236400280305,0.06501075027590807,-0.024558223321438588,21,13
2009-02-28,0.13590211550871445,-0.11596983212096487,-0.011087734512208099,15,17
2009-03-31,0.08812225957975185,-0.04908989482692586,0.047139890306742024,19,11
2009-04-30,0.0831320924632903,-0.07546806751725633,0.07182841561461441,33,4
2009-05-31,0.0003955245152192969,0.20357869796980882,0.011760720186099636,41,3
2009-06-30,0.08551585158022684,-0.11548821600817356,0.0286710448130744,28,6
2009-07-31,0.04282843230468933,-0.049464372087034726,-0.0021710189472626744,26,11
2009-08-31,0.029348003726570784,-0.044227883373394845,-0.004533722369064848,24,10
2009-09-30,-0.045451778887369274,0.04282395447020748,-6.13685405859042e-05,26,13
2009-10-31,0.13226297610444307,-0.06464883265941376,-0.04142840477744527,9,23
2009-11-30,0.0017666696249965881,0.008073606253450827,0.0070760014930280534,11,23
2009-12-31,-0.036871946405978955,0.04096666851750061,0.02427197635066548,10,24
2010-01-31,0.02166767420205858,-0.04126253750606315,-0.009520271208664673,18,20
2010-02-28,0.07121802545333551,-0.05279881009916553,-0.011304268966147071,15,17
2010-03-31,0.003349103151858773,0.002557453613016348,0.002943114666428953,21,17
2010-04-30,-0.05768452501490202,0.05644921699617773,-0.00893393037211411,33,10
2010-05-31,-0.09593421021081751,0.0448940601027593,0.025583168688587902,11,29
2010-06-30,0.020270324731793198,-0.06359883141531747,-0.06223537128681135,3,54
2010-07-31,-0.08698179396710226,0.06825012660159263,0.05009538498076596,7,45
2010-08-31,0.061525444731133416,-0.09619254379164885,-0.07242753541450105,10,35
2010-09-30,0.04397956758827618,-0.009177283253406547,0.031844133640314735,36,7
2010-10-31,-0.028993587588874693,-0.0037508106392895356,-0.025875238111563222,25,10
2010-11-30,0.07883318892067809,-0.07483834641593498,0.05988392371967485,37,6
2010-12-31,0.03665433807452134,-0.021057872293828085,0.008324700020227125,24,17
2011-01-31,0.031108879298318303,0.014019844480718548,0.020451319432514242,24,16
2011-02-28,0.023461846756340478,-0.016963441374662786,0.01600430543523268,20,14
2011-03-31,0.04947145863240919,-0.021154724245128605,0.012593268711296285,13,21
2011-04-30,-0.021363166709903753,0.0314625465303416,0.003513849369429326,16,20
2011-05-31,-0.011819624338153067,-0.002578295433966119,-0.004821823463528888,12,21
2011-06-30,-0.018663340488960407,0.05136032803789614,0.03317418852892507,10,23
2011-07-31,0.018170757158069373,0.04078924173323079,0.040340113836006185,4,42
2011-08-31,-0.08588507080338251,0.03245701653377418,0.029266879618906068,4,32
2011-09-30,0.21308226438399858,-0.07824203333526374,-0.054370491990622244,5,51
2011-10-31,-0.01877418057560071,-0.00884600406860865,-0.014370528321461478,28,14
2011-11-30,0.02120988027958683,-0.011942394109424943,0.004774830363889344,34,14
2011-12-31,0.0894600263966796,0.03111969953575475,0.08223882128287452,44,6
2012-01-31,0.06667628822979206,-0.04953806064133296,0.015695128522542897,21,19
2012-02-29,0.05876413189074248,-0.03130686802326009,0.03531718034912463,28,12
2012-03-31,0.005447370052877985,0.06500138828681219,0.01798960477776928,30,12
2012-04-30,-0.0585870034280762,0.07925999652861214,-0.02731119088882148,21,18
2012-05-31,0.028823099822477063,-0.05736754515683582,-0.05180928608051832,7,33
2012-06-30,0.04931407361739157,0.0011799605543593482,0.02488723401565751,13,23
2012-07-31,0.04898330117367896,-0.007103731377585342,0.012854454979300515,15,23
2012-08-31,0.047077239258640206,-0.006227676470029289,0.027372076571309394,22,16
2012-09-30,0.0038144821187310806,-0.02524898790192248,0.0004198477421580105,23,14
2012-10-31,0.0019382157318627658,-0.0025128791899887717,-0.0005546071024062699,23,22
2012-11-30,0.0093785602837875,-0.017904332526080122,-0.00559414710113766,20,22
2012-12-31,0.06193464675239791,-0.044206510578405946,0.013039000494978508,20,24
2013-01-31,0.005950590729138513,-0.01167960754893169,0.0042753010384807555,36,9
2013-02-28,0.049969923301019625,-0.07841062495489581,0.0296166153011085,33,12
2013-03-31,0.04347127661737984,-0.03338510999060934,0.033622843825553576,38,10
2013-04-30,0.05483723688123235,0.003367616080142883,0.036769380400935206,27,18
2013-05-31,0.008003832566586041,0.014413538113712822,0.01007699375577814,27,18
2013-06-30,0.04872429252600641,-0.0920180560823419,-0.032334974515438986,16,26
2013-07-31,0.00044307671783748535,0.03206122956769166,0.019066748648065318,21,21
2013-08-31,0.010277679105893549,-0.06068516271270567,-0.03183210378895541,12,33
2013-09-30,0.04934830561605846,-0.03047462228593807,0.013244540226081129,21,22
2013-10-31,0.045890602863687686,-0.029134226057024443,0.01237094406923003,19,22
2013-11-30,0.024009546287566214,-0.02117693287392688,0.013583694572241635,31,15
2013-12-31,0.019382697578848945,0.022184149720978357,0.021024084750616685,23,18
2014-01-31,0.043139187045016576,-0.033238787089150186,-0.004292616335905193,15,37
2014-02-28,0.0038676693005940547,0.003936469893010622,0.0039003764262728487,20,24
2014-03-31,-0.007872191527285466,-0.044841584856174746,-0.03434437586964254,15,34
2014-04-30,0.016472963859240006,-0.02515368480825181,-0.0054513595367711816,22,23
2014-05-31,0.0010571713435848047,-0.016052245904773763,-0.012489545431445565,14,33
2014-06-30,-0.01443745068529597,-0.009990041213327841,-0.010962557264683655,15,23
2014-07-31,0.023005599052764204,-0.03013314322157237,-0.011015674654251668,15,28
2014-08-31,-0.028236005781923836,0.006766022565251017,-0.01370769432800471,20,22
2014-09-30,0.0247473257096927,-0.037662889744246766,-0.026550580541361758,10,34
2014-10-31,0.029954791190495385,-0.02839785174891098,0.009613132159085136,21,15
2014-11-30,-0.004463861343352328,0.005744716196023359,0.002225599357319125,20,19
2014-12-31,-0.03934658249424258,0.025963734624219862,-0.016503331500676916,29,13
2015-01-31,0.05911976527995674,-0.06452600712307954,-0.04078889364090834,18,33
2015-02-28,0.004254625851137256,0.005194527572297625,0.00465416862030804,25,24
2015-03-31,0.017202687813015562,0.006841958439281914,0.013933743223303709,20,26
2015-04-30,0.00450431731394977,-0.0054969781540493805,0.0008275348207054613,29,22
2015-05-31,0.01215802045344652,0.013417395368064872,0.012686886143204061,15,31
2015-06-30,0.02869185987101829,-0.0009920863651616237,0.007108486350034341,14,36
2015-07-31,-0.06322364160250418,0.06137144243571258,0.005377896077907235,22,22
2015-08-31,-0.0758587808727401,0.03513564313181033,0.02886564596469564,6,38
2015-09-30,0.11705424408796453,-0.07506096138439589,-0.05690163372940926,8,43
2015-10-31,0.0009647337517433086,-0.00014792243286924044,0.00039949881655145213,15,31
2015-11-30,-0.012139010491358791,0.10882292235137017,0.009255797345661423,29,15
2015-12-31,-0.0785422098784933,0.04905931794858881,-0.03506650302447764,30,15
2016-01-31,0.006531243431371884,-0.008002718521620676,-0.004804403426901014,10,38
2016-02-29,0.045727006820521526,-0.06356060208883521,-0.034839893898914884,10,34
2016-03-31,0.013437998635050095,-0.04677112648531101,-0.007778691968047245,31,18
2016-04-30,0.033491811049191335,-0.0360770968647959,0.02176423281431785,44,9
2016-05-31,-0.010938869960871773,-0.030408063296668113,-0.012433128628899856,42,8
2016-06-30,0.06010439011758544,-0.06799114873040339,0.043306970650067306,24,15
2016-07-31,0.029320069146126948,0.0007605535936086991,0.02330746215859805,28,15
2016-08-31,-0.00022977905907631767,-0.008056926330141885,-0.004896457448840201,19,17
2016-09-30,-0.019049328655312593,0.03146231572890332,-0.001129333600910975,24,15
2016-10-31,0.08128037327664113,-0.07027378754371319,-0.04360152221022928,9,31
2016-11-30,0.02418912728363677,-0.024738672154927498,0.0012491927007670857,26,17
2016-12-31,0.03496760490916627,-0.02861704269915045,0.002928471900435732,27,19
2017-01-31,0.050274223383496,-0.031256411684657766,0.030675664034677197,34,12
2017-02-28,-0.002274855763345334,0.00911706273866556,0.003308328519429638,23,17
2017-03-31,0.014341742728346221,-0.007813445226549304,0.007352063349829885,19,20
2017-04-30,0.08022991888033335,0.01585986386002337,0.05682693911051238,19,19
2017-05-31,-0.009312229527507963,-0.03603816073678347,-0.021013290510142515,17,24
2017-06-30,-0.003029291667743219,-0.03449247375735742,-0.01999487561591029,20,23
2017-07-31,-0.012177203026637676,-0.006510979593731405,-0.01002060281750286,21,24
2017-08-31,0.03334882965233578,-0.007123214601005111,0.015715258760502438,18,26
2017-09-30,0.055843191219067806,0.014344915997532492,0.04423166068717923,26,22
2017-10-31,0.031440524670837584,-0.048020295394578846,0.015811098474356928,27,20
2017-11-30,0.006991867294630117,-0.003294545818590817,0.0032823668025106704,35,15
2017-12-31,0.03694351436922339,-0.0678434676223291,0.004687737651366384,32,19
2018-01-31,0.009956452441816564,0.03909531373713425,0.0226603207799839,36,14
